"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 18, 1987","402.78","423.41","402.78","402.78","-3.03%"
"Jan 11, 1987","415.37","411.36","415.37","415.37","2.82%"
"Jan 04, 1987","403.97","403.10","403.97","403.97","0.22%"
"Dec 28, 1986","403.10","391.29","403.10","403.10","3.93%"
"Dec 21, 1986","387.87","395.93","387.87","387.87","-0.84%"
"Dec 14, 1986","391.15","395.11","391.15","391.15","0.35%"
"Dec 07, 1986","389.78","392.24","389.78","389.78","0.67%"
"Nov 30, 1986","387.19","400.43","387.19","387.19","-0.46%"
"Nov 23, 1986","388.96","381.32","388.96","388.96","1.60%"
"Nov 16, 1986","382.82","395.93","382.82","382.82","-6.03%"
"Nov 09, 1986","407.39","411.49","407.39","407.39","-0.30%"
"Nov 02, 1986","408.62","406.16","408.62","408.62","2.19%"
"Oct 26, 1986","399.88","411.08","399.88","399.88","-2.79%"
"Oct 19, 1986","411.35","426.09","411.35","411.35","-2.17%"
"Oct 12, 1986","420.49","432.64","420.49","420.49","-2.28%"
"Oct 05, 1986","430.32","438.92","430.32","430.32","-1.44%"
"Sep 28, 1986","436.60","428.68","436.60","436.60","1.30%"
"Sep 21, 1986","431.00","444.24","431.00","431.00","0.48%"
"Sep 14, 1986","428.96","417.76","428.96","428.96","2.75%"
"Sep 07, 1986","417.49","421.09","417.49","417.49","0.01%"
"Aug 31, 1986","417.45","389.48","417.45","417.45","8.87%"
"Aug 24, 1986","383.45","380.22","383.45","383.45","1.07%"
"Aug 17, 1986","379.39","379.91","379.39","379.39","-0.82%"
"Aug 10, 1986","382.51","392.80","382.51","382.51","4.49%"
"Aug 03, 1986","366.08","358.80","366.08","366.08","2.03%"
"Jul 27, 1986","358.80","351.63","358.80","358.80","3.63%"
"Jul 20, 1986","346.22","352.88","346.22","346.22","0.36%"
"Jul 13, 1986","344.97","343.52","344.97","344.97","0.00%"
"Jul 06, 1986","344.97","342.06","344.97","344.97","1.34%"
"Jun 29, 1986","340.40","344.45","340.40","340.40","0.00%"
"Jun 22, 1986","340.40","338.42","340.40","340.40","1.11%"
"Jun 15, 1986","336.65","343.52","336.65","336.65","-2.26%"
"Jun 08, 1986","344.45","338.94","344.45","344.45","1.78%"
"Jun 01, 1986","338.42","340.40","338.42","338.42","-0.46%"
"May 25, 1986","339.98","338.94","339.98","339.98","0.46%"
"May 18, 1986","338.42","340.40","338.42","338.42","-0.70%"
"May 11, 1986","340.81","343.93","340.81","340.81","-0.88%"
"May 04, 1986","343.83","343.00","343.83","343.83","0.65%"
"Apr 27, 1986","341.60","343.40","341.60","341.60","-0.81%"
"Apr 20, 1986","344.40","341.60","344.40","344.40","0.41%"
"Apr 13, 1986","343.00","341.80","343.00","343.00","0.32%"
"Apr 06, 1986","341.90","337.90","341.90","341.90","2.21%"
"Mar 30, 1986","334.50","338.10","334.50","334.50","-2.82%"
"Mar 23, 1986","344.20","350.40","344.20","344.20","-2.47%"
"Mar 16, 1986","352.90","349.90","352.90","352.90","1.41%"
"Mar 09, 1986","348.00","340.50","348.00","348.00","1.37%"
"Mar 02, 1986","343.30","335.60","343.30","343.30","1.54%"
"Feb 23, 1986","338.10","342.00","338.10","338.10","0.03%"
"Feb 16, 1986","338.00","337.50","338.00","338.00","2.02%"
"Feb 09, 1986","331.30","340.10","331.30","331.30","-1.81%"
"Feb 02, 1986","337.40","347.30","337.40","337.40","-3.74%"
"Jan 26, 1986","350.50","358.40","350.50","350.50","-0.99%"
"Jan 19, 1986","354.00","351.00","354.00","354.00","0.40%"
"Jan 12, 1986","352.60","339.40","352.60","352.60","3.58%"
"Jan 05, 1986","340.40","328.00","340.40","340.40","4.10%"
"Dec 29, 1985","327.00","327.00","327.00","327.00","0.06%"
"Dec 22, 1985","326.80","327.60","326.80","326.80","0.40%"
"Dec 15, 1985","325.50","318.60","325.50","325.50","2.36%"
"Dec 08, 1985","318.00","317.60","318.00","318.00","-1.33%"
"Dec 01, 1985","322.30","321.70","322.30","322.30","-1.86%"
"Nov 24, 1985","328.40","330.40","328.40","328.40","0.52%"
"Nov 17, 1985","326.70","323.70","326.70","326.70","0.34%"
"Nov 10, 1985","325.60","323.30","325.60","325.60","1.06%"
"Nov 03, 1985","322.20","325.60","322.20","322.20","-0.46%"
"Oct 27, 1985","323.70","326.50","323.70","323.70","-0.58%"
"Oct 20, 1985","325.60","326.40","325.60","325.60","-0.28%"
"Oct 13, 1985","326.50","325.80","326.50","326.50","0.21%"
"Oct 06, 1985","325.80","326.00","325.80","325.80","-0.67%"
"Sep 29, 1985","328.00","326.00","328.00","328.00","-0.36%"
"Sep 22, 1985","329.20","327.70","329.20","329.20","3.17%"
"Sep 15, 1985","319.10","319.50","319.10","319.10","-0.68%"
"Sep 08, 1985","321.30","319.60","321.30","321.30","1.16%"
"Sep 01, 1985","317.60","328.20","317.60","317.60","-4.68%"
"Aug 25, 1985","333.20","337.60","333.20","333.20","-0.48%"
"Aug 18, 1985","334.80","341.10","334.80","334.80","-0.15%"
"Aug 11, 1985","335.30","326.90","335.30","335.30","4.26%"
"Aug 04, 1985","321.60","323.70","321.60","321.60","0.34%"
"Jul 28, 1985","320.50","326.50","320.50","320.50","1.14%"
"Jul 21, 1985","316.90","317.20","316.90","316.90","-0.63%"
"Jul 14, 1985","318.90","315.80","318.90","318.90","2.02%"
"Jul 07, 1985","312.60","309.20","312.60","312.60","0.74%"
"Jun 30, 1985","310.30","313.90","310.30","310.30","-2.33%"
"Jun 23, 1985","317.70","314.60","317.70","317.70","1.37%"
"Jun 16, 1985","313.40","318.90","313.40","313.40","-1.51%"
"Jun 09, 1985","318.20","312.00","318.20","318.20","1.24%"
"Jun 02, 1985","314.30","318.10","314.30","314.30","0.10%"
"May 26, 1985","314.00","311.30","314.00","314.00","-0.22%"
"May 19, 1985","314.70","323.30","314.70","314.70","-2.42%"
"May 12, 1985","322.50","321.00","322.50","322.50","2.54%"
"May 05, 1985","314.50","309.90","314.50","314.50","0.58%"
"Apr 28, 1985","312.70","322.50","312.70","312.70","-3.34%"
"Apr 21, 1985","323.50","327.70","323.50","323.50","-1.07%"
"Apr 14, 1985","327.00","334.20","327.00","327.00","-0.88%"
"Apr 07, 1985","329.90","317.50","329.90","329.90","4.17%"
"Mar 31, 1985","316.70","321.10","316.70","316.70","-3.80%"
"Mar 24, 1985","329.20","314.60","329.20","329.20","4.34%"
"Mar 17, 1985","315.50","298.80","315.50","315.50","7.79%"
"Mar 10, 1985","292.70","291.00","292.70","292.70","0.58%"
"Mar 03, 1985","291.00","288.60","291.00","291.00","1.32%"
"Feb 24, 1985","287.20","284.20","287.20","287.20","-3.75%"
"Feb 17, 1985","298.40","302.60","298.40","298.40","-1.84%"
"Feb 10, 1985","304.00","300.10","304.00","304.00","1.40%"
"Feb 03, 1985","299.80","301.20","299.80","299.80","-1.25%"
"Jan 27, 1985","303.60","297.70","303.60","303.60","1.61%"
"Jan 20, 1985","298.80","307.20","298.80","298.80","-2.99%"
"Jan 13, 1985","308.00","299.00","308.00","308.00","1.25%"
"Jan 06, 1985","304.20","298.20","304.20","304.20","0.36%"
"Dec 30, 1984","303.10","308.30","303.10","303.10","-1.69%"
"Dec 23, 1984","308.30","312.60","308.30","308.30","-0.87%"
"Dec 16, 1984","311.00","315.00","311.00","311.00","-3.57%"
"Dec 09, 1984","322.50","326.20","322.50","322.50","-1.38%"
"Dec 02, 1984","327.00","329.50","327.00","327.00","-0.61%"
"Nov 25, 1984","329.00","336.90","329.00","329.00","-3.32%"
"Nov 18, 1984","340.30","343.40","340.30","340.30","-1.36%"
"Nov 11, 1984","345.00","345.70","345.00","345.00","-0.52%"
"Nov 04, 1984","346.80","342.40","346.80","346.80","1.08%"
"Oct 28, 1984","343.10","336.20","343.10","343.10","1.63%"
"Oct 21, 1984","337.60","338.40","337.60","337.60","-0.56%"
"Oct 14, 1984","339.50","338.60","339.50","339.50","0.18%"
"Oct 07, 1984","338.90","343.80","338.90","338.90","-1.43%"
"Sep 30, 1984","343.80","345.40","343.80","343.80","0.03%"
"Sep 23, 1984","343.70","347.70","343.70","343.70","0.06%"
"Sep 16, 1984","343.50","335.20","343.50","343.50","0.62%"
"Sep 09, 1984","341.40","338.40","341.40","341.40","0.50%"
"Sep 02, 1984","339.70","341.20","339.70","339.70","-2.44%"
"Aug 26, 1984","348.20","348.00","348.20","348.20","-0.51%"
"Aug 19, 1984","350.00","349.30","350.00","350.00","-0.57%"
"Aug 12, 1984","352.00","343.50","352.00","352.00","1.53%"
"Aug 05, 1984","346.70","349.20","346.70","346.70","-0.72%"
"Jul 29, 1984","349.20","338.50","349.20","349.20","4.18%"
"Jul 22, 1984","335.20","335.00","335.20","335.20","-1.99%"
"Jul 15, 1984","342.00","350.10","342.00","342.00","-0.87%"
"Jul 08, 1984","345.00","338.50","345.00","345.00","-2.32%"
"Jul 01, 1984","353.20","370.00","353.20","353.20","-5.31%"
"Jun 24, 1984","373.00","369.20","373.00","373.00","-0.32%"
"Jun 17, 1984","374.20","367.90","374.20","374.20","1.68%"
"Jun 10, 1984","368.00","382.50","368.00","368.00","-4.66%"
"Jun 03, 1984","386.00","391.00","386.00","386.00","-1.96%"
"May 27, 1984","393.70","385.60","393.70","393.70","2.47%"
"May 20, 1984","384.20","380.70","384.20","384.20","2.29%"
"May 13, 1984","375.60","372.50","375.60","375.60","0.83%"
"May 06, 1984","372.50","374.50","372.50","372.50","-1.11%"
"Apr 29, 1984","376.70","375.80","376.70","376.70","-0.66%"
"Apr 22, 1984","379.20","387.20","379.20","379.20","-1.48%"
"Apr 15, 1984","384.90","380.10","384.90","384.90","1.50%"
"Apr 08, 1984","379.20","382.40","379.20","379.20","-0.26%"
"Apr 01, 1984","380.20","387.20","380.20","380.20","-2.14%"
"Mar 25, 1984","388.50","387.40","388.50","388.50","0.15%"
"Mar 18, 1984","387.90","393.60","387.90","387.90","-1.22%"
"Mar 11, 1984","392.70","395.70","392.70","392.70","-1.80%"
"Mar 04, 1984","399.90","405.80","399.90","399.90","0.23%"
"Feb 26, 1984","399.00","393.50","399.00","399.00","0.83%"
"Feb 19, 1984","395.70","389.00","395.70","395.70","3.56%"
"Feb 12, 1984","382.10","376.80","382.10","382.10","1.19%"
"Feb 05, 1984","377.60","380.80","377.60","377.60","-1.44%"
"Jan 29, 1984","383.10","369.80","383.10","383.10","3.54%"
"Jan 22, 1984","370.00","371.35","370.00","370.00","-0.32%"
"Jan 15, 1984","371.20","369.10","371.20","371.20","-0.54%"
"Jan 08, 1984","373.20","365.20","373.20","373.20","-0.53%"
"Jan 01, 1984","375.20","383.00","375.20","375.20","-1.65%"
"Dec 25, 1983","381.50","377.70","381.50","381.50","0.26%"
"Dec 18, 1983","380.50","375.00","380.50","380.50","0.87%"
"Dec 11, 1983","377.20","391.20","377.20","377.20","-2.96%"
"Dec 04, 1983","388.70","397.20","388.70","388.70","-2.99%"
"Nov 27, 1983","400.70","394.20","400.70","400.70","6.65%"
"Nov 20, 1983","375.70","374.20","375.70","375.70","0.13%"
"Nov 13, 1983","375.20","382.60","375.20","375.20","-1.78%"
"Nov 06, 1983","382.00","379.00","382.00","382.00","0.26%"
"Oct 30, 1983","381.00","382.00","381.00","381.00","-1.73%"
"Oct 23, 1983","387.70","394.50","387.70","387.70","-1.65%"
"Oct 16, 1983","394.20","395.00","394.20","394.20","-1.13%"
"Oct 09, 1983","398.70","397.40","398.70","398.70","0.33%"
"Oct 02, 1983","397.40","389.00","397.40","397.40","-1.88%"
"Sep 25, 1983","405.00","415.00","405.00","405.00","-1.94%"
"Sep 18, 1983","413.00","412.20","413.00","413.00","1.92%"
"Sep 11, 1983","405.20","415.70","405.20","405.20","-2.29%"
"Sep 04, 1983","414.70","418.20","414.70","414.70","-0.67%"
"Aug 28, 1983","417.50","416.50","417.50","417.50","0.12%"
"Aug 21, 1983","417.00","421.70","417.00","417.00","-0.17%"
"Aug 14, 1983","417.70","416.00","417.70","417.70","1.29%"
"Aug 07, 1983","412.40","408.50","412.40","412.40","0.66%"
"Jul 31, 1983","409.70","411.20","409.70","409.70","-2.91%"
"Jul 24, 1983","422.00","422.00","422.00","422.00","-0.35%"
"Jul 17, 1983","423.50","422.40","423.50","423.50","0.31%"
"Jul 10, 1983","422.20","430.50","422.20","422.20","-0.89%"
"Jul 03, 1983","426.00","410.70","426.00","426.00","2.35%"
"Jun 26, 1983","416.20","419.50","416.20","416.20","-1.72%"
"Jun 19, 1983","423.50","415.70","423.50","423.50","1.93%"
"Jun 12, 1983","415.50","413.00","415.50","415.50","1.05%"
"Jun 05, 1983","411.20","407.70","411.20","411.20","-0.07%"
"May 29, 1983","411.50","437.50","411.50","411.50","-5.88%"
"May 22, 1983","437.20","432.70","437.20","437.20","-0.34%"
"May 15, 1983","438.70","436.20","438.70","438.70","-0.57%"
"May 08, 1983","441.20","434.00","441.20","441.20","2.32%"
"May 01, 1983","431.20","428.50","431.20","431.20","0.47%"
"Apr 24, 1983","429.20","441.50","429.20","429.20","-1.78%"
"Apr 17, 1983","437.00","443.00","437.00","437.00","0.11%"
"Apr 10, 1983","436.50","426.70","436.50","436.50","3.63%"
"Apr 03, 1983","421.20","417.00","421.20","421.20","1.57%"
"Mar 27, 1983","414.70","408.70","414.70","414.70","0.73%"
"Mar 20, 1983","411.70","414.50","411.70","411.70","-2.37%"
"Mar 13, 1983","421.70","428.50","421.70","421.70","0.29%"
"Mar 06, 1983","420.50","420.70","420.50","420.50","1.94%"
"Feb 27, 1983","412.50","408.50","412.50","412.50","-11.23%"
"Feb 20, 1983","464.70","485.50","464.70","464.70","-7.71%"
"Feb 13, 1983","503.50","500.50","503.50","503.50","-0.20%"
"Feb 06, 1983","504.50","490.20","504.50","504.50","1.20%"
